id,질문,본문
123,고객센터 민원처리 답변 불만과 서울시 및 경기도 역사별 소관 기관 문의.,"안녕하십니까? 귀하께서 응답소를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 고객센터 민원처리에 관한 불만으로 판단 됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 서울교통공사를 이용해 주셔서 감사드리며, 이용에 불편을 드린 점에 대해 사과의 말씀을 드립니다. 고객센터에서는 1577-1234로 들어오는 전화민원 및 문자(SMS,MMS), 또타지하철앱을 통해 접수되는 민원을 순차적으로 처리하고 있습니다. 고객센터로 들어오는 전화민원을 최대한 많이 접수처리하고자 노력하고 있으나, 모든 전화민원을 상담사들이 처리할 수 없어 전화 연결이 지연됨을 양해하여 주시기 바랍니다. 문자민원의 경우 늦더라도 답변을 드리고 있으니, 긴급한 상황 및 냉난방 민원 등은 1577-1234로 문자접수 또는 챗봇을 이용해주시면 순차적으로 확인하여 회신드리도록 하겠습니다. 4호선 당고개행 연착 관련 내용은 관련 부서에 전달드려 최대한 지연없이 운행할 수 있도록 하겠습니다. 서울교통공사에서는 1호선 서울역~청량리, 2호선 성수~성수, 3호선 지축~오금, 4호선 진접~남태령, 5호선 방화~하남검단산, 6호선 응암순환~신내, 7호선 장암~온수, 8호선 별내~모란 구간을 운영하고 있으며, 그 외 서울 지하철 구간은 서울시메트로9호선, 우이신설경전철, 남서울경전철 등이 운영하고 있습니다. 경기도 소재 구간의 경우 코레일, 인천교통공사, 주식회사 SR 등에서 구간별 운영하고 있습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서울교통공사 영업본부 영업지원처(☎ 02-6311-9553)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
124,신혼부부임차보증금 기존 이용자도 신혼부부 전세대출 이자 지원 확대 혜택을 받을 수 있도록 개선 요청,"안녕하십니까? 귀하께서 신청하신 민원은 기존 이용자에 대한 제도개선 적용 요청으로 확인이 되며 검토 의견은 아래와 같습니다. 서울시는 신혼부부의 주거비 부담을 완화하기 위하여 서울시, 은행(국민, 하나, 신한), 한국주택금융공사 간 협약을 통해 서울시 신혼부부 임차보증금 이자지원사업을 추진하고 있습니다. 현재 본 사업의 대출 금리는 기준금리(신잔액기준 cofix 6개월)에 가산금리(1.45%)를 더하여 변동금리로 적용하고 있어, 기준 금리에 따라 적용 금리가 달라지는 점 양해 부탁 드립니다.(참고로 정부 운영의 주택도시기금 대출 상품도 변동 금리가 적용되고 있습니다.) 제도개선 적용 시점은 서울시의 재정 상황 및 협약은행 등 관계 기관의 내부 상황을 고려하여 협의를 통해 제도 시행 이후 대출신청(연장) 확약에 의해 신규자나 대출 연장 신청자부터 적용되고 있는 점 양해해 주시기 바라며, 향후 서울시의 재정 여건 및 협약기관과의 협의를 통해 보다 더 좋은 혜택을 드릴 수 있도록 노력하겠습니다. 추가적인 문의사항이 있으실 경우 서울특별시 주택실 주택정책관 주택정책과(☎ 02-2133-7026)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
125,전동킥보드 신고시스템 내 전동자전거 신고 항목 추가 요청,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 먼저 우리 시정에 깊은 관심을 가져 주신 점에 대해 감사드리며, 귀하의 민원내용은 전동킥보드 신고시스템 상 전기자전거 신고 요청에 대한 것으로 판단됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 공유 전기자전거의 경우 전동킥보드와 달리 자전거 이용 활성화에 관한 법률(이하 자전거법) 의 적용을 받아 자전거법 제20조 및 시행령 제11조에 따르면 10일이상 무단 방치된 자전거는 시·군·구청장이 이동하여 보관하고 그날부터 14일간 공고 절차를 거쳐 조치(매각, 기증 등)하고 있습니다. 위와 같은 절차를 따르고 있어 서울시 전동킥보드 주정차 위반 신고시스템에서 신고 대상이 아님을 알려드리오니 양해 부탁드립니다. 다만, “자전거 이용 활성화에 관한 법률” 개정 시 대여사업 신고제를 포함하여 대여사업자를 규제할 수 있는 개정안이 발의된 상태이며, 우리시는 법률 개정 전까지 적극 대응하도록 하겠으며, 지속적으로 전동킥보드의 올바른 이용을 위한 캠페인 및 교육을 실시하여 안전한 전동킥보드 이용문화를 조성하도록 노력하겠습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 교통실 교통운영관 보행자전거과(☎ 02-2133-2757)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
126,서울역사박물관 수유실 상시개방 요청,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 서울역사박물관 수유실 상시개방 요청에 관한 것으로 판단 됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 귀하께서 의견주신 내용을 반영하여 수유실은 몇가지 미비한 부분 개선 후 오는 11월 26일부터 상시개방 운영할 계획임을 알려드립니다. 우선, 명칭을 '아기쉼터'에서 '아기쉼터(수유실)'로 변경하고 젖병 이미지를 부착하여 만 36개월 미만의 영유아와 동반가족, 임산부 외에는 이용하지 않도록 안내할 계획입니다. 또한 수유공간과 아기쉼터 사이에 가벽과 별도 이용문을 설치하고, 수유중임을 알릴 수 있도록 표시를 부착하여 수유부의 심리적인 안정감과 사생활을 보호할 계획입니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 문화본부 박물관과(☎ 02-2133-4184)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
127,손목닥터9988 업데이트 후 온라인 1:1 상담 답변 지연 및 포인트 적립 현황 확인,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 손목닥터9988 업데이트 후 온라인 상담 답변 지연 및 포인트 적립현황 확인에 관한 것으로 판단 됩니다. 먼저 손목닥터9988 이용에 불편을 드려 대단히 죄송하다는 말씀을 드리며, 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 가.  먼저 '1:1건강상담'과 관련해서는 현재 앱 업데이트 후 앱을 운영하는 부분도 변경되어서 이용자분들께 원활하게 되고 있지 않습니다. 해결이 되는 대로 안내를 하도록하겠습니다. 또한 '1:1문의'는 챗봇을 이용한 상담으로 현재 다양한 상황에 대한 학습이 진행되지 않아서 답변을 못드리고 있습니다. 이용에 불편을 드려서 죄송합니다. 만약 시스템에 대한 온라인 문의를 하실 경우에는 '1:1건강상담'을 선택하신 후 카테고리에서 '시스템'을 선택하여 주시기 바랍니다.  현재 '1:1건강상담'과 '1:1문의'는 명칭에 알맞지 않은 기능으로 향후 업데이트 하여 수정하도록 하겠습니다. 나. 포인트 적립현황에 대해서는 현재 기능이 누락되어 확인하실 수 없습니다. 다만 많은 이용자분들의 불편을 알고 있으며, 향후 업데이트 하여 다시 제공해드릴 예정이오니 양해하여 주시기 바랍니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 시민건강국 스마트건강과(☎ 02-2133-9674)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
128,동서울터미널 개발에 따른 구의공원 재조성에 대한 반대 의견,"안녕하십니까? 귀하께서 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 동서울터미널 개발에 따른 구의공원 재조성에 대한 의견으로 판단됩니다. 광진구 구의동 546번지 외 1필지 상 동서울터미널 부지는 「국토의 계획 및 이용에 관한 법률」 제51조 및 「서울특별시 도시계획변경 사전협상 운영에 관한 조례」 제11조에 의거 토지소유자로부터 제출된 사업 제안서에 따라 '도시계획변경 사전협상'을 추진하였으며, 현재 협상결과를 반영한 지구단위계획 입안 절차를 이행중에 있습니다. 구의공원 재조성(안)은 지상부의 공원시설을 개선하고, 지하에는 다목적 운동시설 등 주민 편의시설을 복합적으로 조성하는 내용으로 계획되어 있습니다. 구의공원 재조성과 연계한 단계별 임시정류장 운영 방안은 임시터미널 이용객의 안전문제, 장기간 공사로 인한 인근주민의 교통혼잡 및 피해를 최소화하기 위해 검토된 사항으로 주민의견에 따른 민간사업자의 조치계획 검토 과정과 관련부서 협의 및 도시·건축공동위원회 심의 등을 통해 적정성을 면밀하게 검토하여 최종 확정될 예정임을 알려드립니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 미래공간기획관 공공개발담당관(☎ 02-2133-8358)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
129,유실물(노트북) 분실에 대한 피해보상 요구 방법 문의,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 유실물(노트북) 분실에 대한 피해를 어떻게 요청하는지에 대한 것으로 판단 됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 먼저 고객님의 유실물(노트북) 분실 및 유실물 찾지 못한 것에 대한 불편을 드려서 죄송합니다. 온수역은 시,종착역으로 유실물 찾는 전화,방문민원이 출,퇴근시 많이 발생하는 역입니다. 고객님께서 10월2일(오전) 유실믈(노트북)에 대한 찾는 전화의뢰 요청은 직원과 통화한 것으로 확인 되었고, 직원 또한 평일 09시대 온수행 입고열차 잔류승객 처리를 위해 승강장에 대기중인 사회복무요원에게 확인 요청한 바, 발견 못함을 전달받았고, 해당 열차는 기관사 출입문 취급후 기지로 입고 되었으며, 기지에서도 차량 직원 및 자회사 청소 직원들이 발견하지 못한 바, 온수역 직원이 고객님에게 유실물 사이트인 경찰청 로스트 112를 안내한 것으로 확인되었습니다. 시,종착역에 근무하는 직원들은 고객님들의 다양한 유실물 찾기요청(전화,방문)에 대하여 열심히, 최선을 다해 찾고 있지만 찾는 유실물에 대해서는 감사의 전화도 받지만, 찾지 못하는 유실물에 대해서는 죄송한 마음이 듭니다. 그리고 고객님처럼 찾지 못하는 유실물(노트북)에 대한 피해를 공사에서는 별도의 방법을 마련하고 있지 않다는 점을 말씀드립니다. 다시한번, 고객님의 유실물(노트북) 분실 및 유실물 찾지 못한것에 대한 불편을 드려서 죄송합니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서울교통공사 영업본부 보라매영업사업소 온수역(☎ 02-6311-7500)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
130,"한강 내 자전거 주행 중 안전모 착용 의무화와 헤드폰, 핸드폰 사용 금지 및 단속을 요청","안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하께서는 한강 내 자전거 주행 중 안전모 착용 의무화와 헤드폰, 핸드폰 사용 금지 및 단속을 요청하셨습니다. 한강을 이용하는 시민들의 안전을 위해 좋은 지적 해 주신 귀하께 감사드립니다. 말씀하신 자전거 주행 중 안전모 착용 의무화와 헤드폰, 핸드폰 사용 금지 및 단속을 위해서는 상위법인 도로교통법의 개정이 필요한 사항임을 양해부탁드리겠습니다. 미래한강본부에서는 자전거 안전사고 예방을 위해 20km/h 이하 주행을 안내하고 있으며, 20km/h 이하 주행 안내 외에도 한강공원 내 자전거도로에서는 보행자 우선, 지정도로 준수, 음주운전 및 역주행 금지 등의 자전거 이용자 안전수칙 등을 홍보하고 있습니다. 서울시는 한강공원 11개 안내센터를 통해 자전거도로 안전수칙을 안내방송 하고 있으며 자전거도로 곳곳에 자전거 안전운행 입간판, 현수막 등을 부착하여 시민들께 자전거 안전운행을 독려하고 있습니다. 또한 한강자전거 패트롤 운영을 통해 자전거 주행 시 휴대전화, 헤드폰 사용 자제, 안전모 착용 등 안전한 자전거 이용문화 확산을 도모하고 자전거 안전이용 문화캠페인 실시, 로고젝터 설치 등 다양한 홍보수단을 활용한 대시민 홍보 강화를 통해 쾌적하고 안전한 자전거도로 이용환경 조성에 노력하고 있습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 미래한강본부 운영부 시민활동지원과(☎ 02-3780-0772)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
131,한강 내 자전거 사고 건수 통계에 대해 문의,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하께서는 한강 내 자전거 사고 통계에 대해 문의해주셨습니다. 한강공원 이용에 많은관심과 애정을 가져주셔서 감사드립니다. 말씀하신 한강 내 자전거 사고는 최근 3년 간 308건(22년 107건, 23년 117건, 24.9월 : 84건)입니다. 다만, 미래한강본부에서는 자전거 사고 확인 후 사고자를 경찰서 및 소방서로 바로 인계하기 때문에 사고자의 중,경상 자료는 수집하고 있지 않다는 점 양해부탁드리겠습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 미래한강본부 운영부 시민활동지원과(☎ 02-3780-0772)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
132,시청과 서울도서관 내부 자원 순환로봇 설치 요청,"안녕하십니까? 우리시 재활용 정책에 관심을 갖고 좋은 의견 주신 귀하께 감사드립니다. 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 '시청과 서울도서관 내부 자원 순환로봇 설치'에 관한 것으로 판단 되며, 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 귀하께서 제안해주신 소중한 의견에 대해 종합적으로 검토하도록 하겠습니다. 현재 서울시는 은평구에 ""AI모아모아""를 운영 및 모니터링 중에 있으며 앞으로 서울시는 재활용 정책 및 지속적인 연구를 통해 재활용이 활성화 될 수 있도록 노력하겠습니다. 서울시의 재활용 정책에 깊은 관심을 가져 주신 것에 대하여 감사드리며, 추가적인 문의사항이 있으실 경우 서울특별시 기후환경본부 자원회수시설추진단 자원순환과 (☎ 02-2133-3692)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.  끝."
133,경희궁 복원 및 경희궁 내에 있는 공공시설 이전 요청,"1. 안녕하십니까? 귀하께서 응답소를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 2. 귀하의 민원내용은 경희궁 복원 및 서울역사박물관, 서울시교육청, 기상박물관 등 철거에 관한 것으로 판단 됩니다. 3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 가. 우리 구에서 경희궁지 복원 관련 중장기계획 등 경희궁지 종합정비계획(2018년)을 수립하였습니다. 다만, 경희궁지 소유가 서울시로 경희궁 복원 및 주변 시설물 철거와 관련하여 서울시의 추진이 필요하며, 우리 구는 장기적으로 서울시와 협의하여 서울시 계획에 적극 협조하고자 합니다. 나. 서울시 의견은 다음과 같습니다. - 우리 시는 국가유산청 국가유산위원회 승인 하에 경희궁지 일대를 역사문화공원으로 조성하는 계획을 추진 중에 있으며, 대규모 열린 공원임에도 불구하고 시민들에게 많이 알려지지 않은 경희궁지 일대를 도심 속 역사와 문화가 살아있는 활력있는 공간으로 재탄생하기 위함입니다. 이를 위해 국립기상박물관 등과의 녹지 보행 네트워크를 강화하고, 복합문화공간 도입을 위해 서울시교육청과 협의해 나갈 예정입니다. - 경희궁지를 상당 부분 점유하고 있는 서울역사박물관의 경우에는 이전 필요성 및 이전 적정부지를 신중하게 검토해나갈 계획입니다. - 경희궁 옛 궁역 내 공공시설 이전 및 사유지 매입 등은 막대한 재정 및 국비 지원이 필요하며, 추진에 어려움이 있는 상황으로 장기적으로 국가유산청 및 관리단체(종로구청, 서울역사박물관) 등과 협업하여 실현가능한 방안을 모색해나갈 예정입니다. 4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울시 종로구 문화환경국 문화유산과 (☎ 02-2148-2052), 서울시 문화본부 문화유산활용과(☎ 02-2133-2637)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.  끝."
134,"주유소 공중화장실을 민간개방화장실 지정하여 소모품, 시설 지원 건의.","안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 먼저 우리 구정에 많은 관심과 애정을 가져주신 점에 대하여 감사의 말씀을 드립니다. 귀하의 민원내용은 주유소 공중화장실 민간개방화장실 지정에 관한 것으로 판단 됩니다. 귀하께서 이용하신 충전소 공중화장실의 경우 「공중화장실 등에 관한 법률」 제3조제12항에 따라 공중이 이용하도록 화장실을 개방해야하는 의무를 가지고 있습니다. 따라서 법적으로 의무 개방해야하는 주유소 및 충전소의 경우 민간개방화장실로 지정하지 않고 있습니다. 그러나 말씀하신 바와 같이 공중화장실 운영 시 시설물 파손 및 위생용품 배치 부담 등의 이유로 운영에 어려움이 있다는 점을 충분히 인지하고 있으며, 이와 같은 어려움 해소를 위해 추가적인 방안을 모색하도록 하겠습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 중랑구 생활복지국 청소행정과(☎ 02-2094-1984)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
135,"서울시집합건물 관리규약준칙 관련 자료와 상가관리사무소를 관리, 운영함에 있어서 참고가 될만한 자료나 관계 법령 등에 대해 문의.","안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 아래와 같이 이해됩니다. ""서울시 집합건물 관리규약준칙"" 및 상가관리사무소를 관리, 운영함에 있어서 참고가 될만한 자료나 관계 법령 등에 대해 알려주길 요청함. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 집합건물 표준규약은 서울특별시 집합건물통합정보마당(https://openab.seoul.go.kr/) 공지사항이나, 알림마당 → 관련법규에서 찾아볼 수 있습니다. 서울시에서는 일반시민의 집합건물에 대한 자치역량 강화를 위해 집합건물통합정보마당(인터넷홈페이지)를 운영하고 있습니다. 집합건물 통합정보마당 자료실로 가시면 집합건물법 법령해석집, 집합건물 가이드, 집합건물법 해석사례 등 집합건물 관련 자료가 게시되어 있으니 많은 이용 부탁드립니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 주택실 건축기획관 건축기획과(☎ 02-2133-7608)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
136,서울세계불꽃축제 안전관리 강화 요청,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 먼저 서울세계불꽃축제 개최로 인해 불편을 드린 점에 대해 죄송하다는 말씀을 드리며, 귀하의 민원내용은 서울세계불꽃축제 안전관리 강화에 관한 것으로 판단됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 올해 20회를 맞은 서울세계불꽃축제는 한화그룹에서 사회공헌의 일환으로 주최하는 민간축제로 매년 10월 초 정기적으로 개최하고 있습니다. 많은 인파가 몰리는 행사인 만큼 주최사뿐만 아니라 서울시, 경찰 및 소방 등 많은 유관기관들이 협의하여 시민 안전을 최우선으로 하는 축제를 준비하고 있습니다. 귀하께서 제안하신 여의도 한강공원 내 안전시설물 설치와 관련하여 주최사와 신중히 검토하여 더욱 안전하게 관리할 수 있도록 만전을 기하겠습니다. 시정에 대한 적극적인 관심과 의견 감사드립니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 문화본부 문화예술과 담당자(☎ 02-2133-2571)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다. 민원행정서비스 개선을 위해 처리결과에 대한 만족도 조사를 실시하고 있습니다. 많은 참여 부탁드립니다."
137,서울야외도서관에서 한강 작가의 책을 아이들이 이용할 수 있는 것에 대한 사항,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 서울야외도서관에서 한강 작가의 책을 아이들이 이용할 수 있는 것에 대한 사항으로 판단됩니다. 서울야외도서관은 시민분들의 의견을 수렴하여 야외도서관 현장에서 한강 작가의 도서 이용 시 현장에 상시 근무인력을 배치하여 안내하고 있습니다. 도서 열람 시에도 아이들에게 보호자 동반하에서만 열람가능하며, 대출의 경우도 서울야외도서관 회원가입 시에만 가능하며, 아이들의 경우 한번 더 확인을 거쳐 보호자의 동반하에만 대출할 수 있도록 하고 있습니다. 부모님 등 보호자의 지도 하에 도서에 대한 열람과 이용이 이루어질 수 있도록 현장을 관리하고 있으니 이 점 참고 부탁드립니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서울도서관 도서관정책과(☎ 02-2133-0210)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다. 민원행정서비스 개선을 위해 처리결과에 대한 만족도 조사를 실시하고 있습니다. 많은 참여 부탁드립니다."
138,창동교~상계교 교차로 구간 1개 차로 차단에 따른 교통 체증으로 차량통행이 불편함.,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원 내용은 창동교~상계교교차로 구간 1개 차로 차단에 따른 교통체증으로 인한 차량통행 불편사항으로, 우선 본 공사로 귀하께 불편을 드린 점 사과의 말씀을 드립니다. 해당 사업은 창동~상계 지역 일대 발생하는 상습적인 정체를 해소하고자 동부간선도로(의정부방면) 지하차도를 신설하는 공익 사업으로 '27년 1월 개통을 목표로 시행하고 있습니다. 다만, 교통정체가 발생하는 동부간선도로(의정부방면) 녹천교~상계교 구간의 교통체계를 개선하고자 1개 차로(2~3차로→3~4차로) 확장 공사를 시행하는 과정에서 부득이 차량통행에 불편이 발생하였음을 알려드리니 널리 이해하여 주시기 바랍니다. 귀하의 가정에 건강과 행복이 늘 함께 하시길 기원하며, 추가적인 문의사항이 있으실 경우 서울특별시 도시기반시설본부 시설국 토목부(☎ 02-6438-2143)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.  끝."
139,"버스 노선통합 및 조정, 심야버스 연장 등 건의","안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하께서는 노선통합 및 조정, 심야버스 연장 등에 대한 의견을 제시하여 주셨습니다. 서울시 시내버스는 한정된 대수의 차량으로 서울시내 모든 구간을 효율적으로 연계하기 위하여 노력하고 있으며, 혼잡도, 이용수요, 차고지 위치 등에 따라 적절하게 차량을 배치하고 있습니다. 귀하께서 제안하신 노선 통합 및 조정 건의는 종합적인 검토가 필요합니다. 따라서 즉각적인 시행은 어려우며 검토 및 추진에 시일이 걸리는 점 양해부탁드리며 향후 노선 조정시 귀하의 의견 참고하여 검토하도록 하겠습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 교통실 교통기획관 버스정책과(☎ 02-2133-2282)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
140,고궁과 지하철 내 과다한 중국어 안내 방송에 대한 시정 요청.,"안녕하십니까? 귀하께서 응답소(시장에게바란다)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 3호선 경복궁역 중국어 방송 음원송출 불편에 관한 것으로 이해됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 먼저 저희 서울교통공사 열차이용에 불편을 드려 죄송하다는 말씀드립니다. 1. 과도한 중국어 안내방송 관련 서울교통공사 1~8호선 열차내 중국어 안내방송은 외국인이 많이 이용하는 역이나, 환승역 또는 역간거리가 긴역 일부에서 국문, 영문, 일문, 중문 4개 국어로 안내방송이 송출되고 있습니다. 서울교통공사를 이용하고 계시는 많은 승객들은 코로나 이후 외국인이 지하철을 많이 이용하고 있으므로 외국인 안내방송을 더 많이 송출할 수 있도록 요청의 민원이 접수되고 있는 현실입니다. 현재 서울교통공사는 지하철 특성상 역간 거리가 짧아 더많은 안내방송 요청에도 불가함을 알리고 있습니다. 2. 시끄러운 중국어 안내방송 관련 서울교통공사는 중국인 전문성우를 섭외해서 중국인이 듣기 편한 정상적인 원어민 안내방송을 송출하고 있습니다. 중국어 보다는 중국인은 2명 이상 모이면 시끄럽고 소란을 피우는 빌런들이 종종 발생되고 있어, 오히려 중국어 음성 송출로 무질서에 대한 계도 안내방송을 실시하여 열차내에서는 질서를 지켜 달라는 에티겟 방송을 송출함으로서 질서에 대한 전달이 필요한 사항입니다. 3. 외국인에 대한 배려로 영문만 송출 관련 서울교통공사는 현재 공익안내방송을 포함, 일부 환승역 및 외국인이 많이 이용하는 역에서만 국문, 영문, 일문, 중문이 안내방송으로 송출되고 있습니다. 고객님의 말씀처럼 향후 안내방송을 국문과 영문만 송출할 수 있는지 다시한번 검토하도록 노력하겠습니다. 항상 서울교통공사에 관심을 주셔서 감사합니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서울교통공사 승무본부 승무지원처(☎ 02-6311-9699)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다. 민원행정서비스 개선을 위해 처리결과에 대한 만족도 조사를 실시하고 있습니다. 많은 참여 부탁드립니다."
141,이동약자의 접근성을 위해 건물에 경사로 설치 요청,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 경사로 설치에 관한 것으로 판단 됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 우선, 서울시에서 매년 장애인편의시설 설치 의무대상시설이 아닌 건물들 대상으로 '소규모 경사로 설치지원사업'을 진행하고 있고, 올해에도 이미 25개 시설에 경사로를 설치한 바 있습니다. 따라서 내년에 경사로 지원 사업을 통해 해당 시설이 지원 조건에 부합한다면 경사로를 설치할 수 있도록 노력하겠습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 중구 복지환경국 어르신장애인복지과(☎ 02-3396-5374)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다. 민원행정서비스 개선을 위해 처리결과에 대한 만족도 조사를 실시하고 있습니다. 많은 참여 부탁드립니다.  끝."
